job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
1905,Data Scientist,Enterprise,Retail,USA,Onsite,Entry,1,PhD,0,0,0,0,0,50481,10,2021,High,8
1906,Data Scientist,Medium,Healthcare,India,Onsite,Mid,2,Master,0,1,0,0,1,87524,1,2026,High,8
1907,Business Analyst,MNC,Finance,USA,Onsite,Senior,9,PhD,0,0,1,0,1,143744,1,2022,Medium,5
1908,Data Scientist,Enterprise,Retail,India,Remote,Entry,9,PhD,1,1,1,0,0,60939,7,2025,High,7
1909,Data Scientist,Startup,Finance,Australia,Remote,Entry,6,PhD,0,0,1,1,0,80237,2,2023,High,1
1910,Machine Learning Engineer,Enterprise,E-commerce,USA,Hybrid,Senior,8,PhD,1,0,1,1,1,181429,1,2022,High,6
1911,Machine Learning Engineer,MNC,Technology,India,Hybrid,Senior,12,Bachelor,0,0,0,0,1,167787,3,2026,Medium,3
1912,Data Scientist,Enterprise,Retail,Germany,Hybrid,Senior,12,PhD,1,1,0,0,0,96237,9,2022,High,7
1913,AI Engineer,Enterprise,Healthcare,UK,Hybrid,Mid,6,Master,0,0,1,1,0,147713,8,2025,High,6
1914,Data Analyst,Enterprise,Retail,Australia,Hybrid,Senior,4,Master,1,1,1,0,0,116798,1,2022,Low,4
1915,Data Analyst,Enterprise,Technology,UK,Hybrid,Senior,2,Bachelor,0,1,1,0,1,129227,7,2021,Low,2
1916,Data Scientist,Medium,E-commerce,USA,Hybrid,Entry,0,PhD,0,1,1,0,1,78071,4,2022,Low,2
1917,AI Engineer,MNC,Retail,Germany,Hybrid,Senior,9,Master,0,1,0,0,0,158408,2,2024,High,9
1918,Data Analyst,Startup,Healthcare,Singapore,Hybrid,Entry,0,Bachelor,1,1,1,1,1,88310,1,2021,High,4
1919,Machine Learning Engineer,Medium,Technology,UK,Remote,Mid,0,Bachelor,0,1,0,0,0,114204,9,2020,High,7
1920,Data Analyst,MNC,E-commerce,Germany,Hybrid,Entry,11,PhD,0,1,0,0,0,73280,11,2024,Medium,5
1921,Data Analyst,MNC,Healthcare,UK,Onsite,Entry,11,PhD,0,1,0,0,1,82984,2,2023,Medium,2
1922,Data Scientist,Medium,Technology,USA,Onsite,Mid,2,Bachelor,0,1,1,0,1,97655,2,2025,Low,4
1923,Machine Learning Engineer,Enterprise,E-commerce,India,Hybrid,Senior,11,Bachelor,1,0,0,0,1,154516,2,2022,Medium,3
1924,AI Engineer,Startup,Retail,Singapore,Onsite,Senior,3,Bachelor,1,1,0,1,1,169667,1,2023,Low,4
1925,AI Engineer,MNC,E-commerce,India,Remote,Mid,9,Bachelor,0,0,0,0,0,134997,6,2023,Medium,2
1926,Data Engineer,Enterprise,Technology,USA,Hybrid,Entry,5,PhD,1,1,0,1,0,62808,6,2021,Low,5
1927,Data Analyst,Enterprise,Technology,India,Remote,Mid,1,Master,1,0,1,0,0,86408,7,2023,High,7
1928,Machine Learning Engineer,MNC,E-commerce,India,Hybrid,Entry,6,Master,0,1,0,1,0,121856,4,2022,Low,3
1929,Data Analyst,Medium,Education,Singapore,Hybrid,Entry,4,Bachelor,0,1,1,1,0,84281,10,2026,High,2
1930,Data Engineer,Startup,E-commerce,Germany,Remote,Senior,5,PhD,1,1,1,0,0,118192,12,2022,Low,4
1931,AI Engineer,Enterprise,E-commerce,India,Remote,Mid,0,PhD,0,0,0,1,1,136492,6,2023,High,7
1932,Machine Learning Engineer,Medium,Finance,Singapore,Hybrid,Mid,8,Master,1,0,0,0,1,129662,5,2025,High,7
1933,Machine Learning Engineer,MNC,Finance,Singapore,Remote,Mid,7,PhD,0,1,1,1,0,165138,4,2025,High,5
1934,Data Analyst,Enterprise,Education,Canada,Onsite,Senior,3,PhD,0,1,0,1,0,111764,4,2023,Low,5
1935,Business Analyst,Medium,Education,Germany,Onsite,Senior,7,PhD,1,1,0,0,0,97373,9,2022,Low,5
1936,Data Engineer,Enterprise,E-commerce,Canada,Remote,Mid,7,Master,1,1,1,0,0,90134,11,2025,Low,4
1937,Business Analyst,Startup,Retail,Singapore,Remote,Mid,2,Master,0,1,0,0,0,70448,8,2026,Low,5
1938,Data Analyst,Enterprise,Retail,Singapore,Hybrid,Mid,6,PhD,0,0,0,1,1,97198,9,2023,Low,5
1939,Business Analyst,MNC,Technology,UK,Hybrid,Entry,14,Bachelor,1,0,1,0,1,95457,7,2020,Medium,4
1940,AI Engineer,Enterprise,Technology,Germany,Onsite,Mid,2,Master,1,0,1,1,0,149704,9,2021,High,7
1941,Data Analyst,Enterprise,E-commerce,Singapore,Onsite,Entry,9,PhD,0,0,1,1,1,92368,8,2024,High,8
1942,AI Engineer,Medium,E-commerce,Singapore,Onsite,Senior,12,PhD,0,0,0,0,1,154624,7,2020,Medium,1
1943,Data Scientist,MNC,E-commerce,Canada,Hybrid,Mid,2,Master,0,1,1,0,0,114934,3,2020,Low,4
1944,Data Analyst,MNC,E-commerce,USA,Hybrid,Entry,6,Master,1,1,0,1,0,86973,11,2020,Low,3
1945,Data Analyst,MNC,Retail,Canada,Remote,Senior,3,Master,1,1,0,1,0,139965,8,2022,High,9
1946,Business Analyst,Medium,Finance,Germany,Hybrid,Entry,13,PhD,0,0,1,1,1,93951,1,2024,High,4
1947,Data Scientist,MNC,Finance,Singapore,Onsite,Entry,0,Master,1,0,0,1,0,87357,10,2021,High,7
1948,AI Engineer,Enterprise,E-commerce,India,Remote,Senior,7,PhD,1,1,1,1,0,167969,11,2021,High,4
1949,Data Scientist,Enterprise,Retail,Australia,Hybrid,Mid,0,Bachelor,1,1,0,1,0,87032,10,2023,Low,5
1950,Machine Learning Engineer,Startup,Healthcare,Canada,Remote,Senior,7,PhD,0,0,1,0,1,166294,4,2021,Low,6
1951,Data Engineer,MNC,Finance,USA,Hybrid,Senior,11,Master,0,0,1,1,1,164786,10,2021,High,7
1952,Data Analyst,Startup,Education,USA,Onsite,Entry,13,PhD,0,1,0,1,0,65528,2,2021,High,7
1953,Machine Learning Engineer,Enterprise,Healthcare,Singapore,Remote,Senior,2,PhD,0,1,1,0,0,155691,7,2022,High,8
1954,AI Engineer,Enterprise,Technology,UK,Remote,Senior,2,Bachelor,0,0,1,0,1,166652,1,2022,Low,3
1955,Machine Learning Engineer,Enterprise,Technology,Australia,Remote,Mid,9,Bachelor,0,0,0,0,1,127746,2,2024,Medium,5
1956,Business Analyst,Enterprise,Healthcare,Singapore,Onsite,Entry,5,Bachelor,1,0,0,1,0,65860,9,2020,High,9
1957,Data Engineer,Medium,Healthcare,Singapore,Remote,Senior,5,PhD,1,1,0,0,0,96329,12,2022,Low,3
1958,Machine Learning Engineer,MNC,Retail,Germany,Onsite,Entry,5,PhD,1,0,1,1,1,149517,1,2025,High,6
1959,Business Analyst,MNC,E-commerce,Singapore,Onsite,Entry,10,Bachelor,0,0,1,0,1,96567,6,2021,High,8
1960,Business Analyst,Medium,Technology,USA,Remote,Mid,1,Bachelor,0,0,0,1,0,85863,4,2021,High,7
1961,Data Scientist,Medium,Education,USA,Hybrid,Mid,0,PhD,0,1,0,1,0,94987,11,2021,High,7
1962,AI Engineer,Enterprise,Technology,USA,Remote,Entry,12,Master,0,1,1,1,1,131463,4,2022,High,6
1963,Data Engineer,MNC,Healthcare,USA,Remote,Entry,14,Bachelor,0,0,1,0,1,90821,5,2025,High,7
1964,AI Engineer,Enterprise,Education,USA,Remote,Mid,6,Bachelor,0,1,0,0,1,128578,2,2022,Low,2
1965,AI Engineer,Medium,E-commerce,USA,Remote,Senior,0,PhD,0,1,1,1,1,176770,11,2023,High,3
1966,Data Engineer,MNC,Finance,Germany,Hybrid,Entry,4,Bachelor,0,1,1,1,0,99672,6,2021,High,6
1967,Data Analyst,Medium,Healthcare,Australia,Remote,Entry,7,PhD,0,1,0,1,0,66550,5,2024,Low,6
1968,Business Analyst,MNC,Education,UK,Onsite,Entry,11,Master,0,1,1,1,1,113464,11,2026,High,6
1969,Business Analyst,Startup,Education,UK,Remote,Senior,7,PhD,1,1,1,0,1,127590,10,2024,Low,4
1970,Data Engineer,Medium,E-commerce,Germany,Hybrid,Entry,9,Master,0,1,0,0,1,64011,11,2021,Medium,1
1971,Data Scientist,Medium,E-commerce,Canada,Onsite,Senior,0,Master,0,1,0,1,1,125399,11,2022,Low,4
1972,Data Analyst,Medium,Technology,USA,Hybrid,Senior,0,PhD,1,0,0,1,1,120479,3,2026,Low,4
1973,Data Scientist,Startup,Finance,Canada,Onsite,Senior,6,Master,0,0,0,0,0,95203,1,2025,Low,1
1974,Data Engineer,Medium,Technology,India,Onsite,Entry,3,Master,1,1,0,0,1,55596,4,2023,Low,3
1975,Data Scientist,Enterprise,Technology,USA,Remote,Senior,10,Master,1,0,0,1,0,113400,4,2024,High,8
1976,Machine Learning Engineer,Startup,Retail,India,Hybrid,Entry,5,PhD,1,1,1,1,1,133819,1,2022,High,7
1977,Data Engineer,Startup,Technology,India,Remote,Mid,0,Bachelor,1,0,1,0,1,97364,12,2024,Low,5
1978,Business Analyst,MNC,Technology,Germany,Onsite,Entry,8,Bachelor,1,1,0,0,1,83297,7,2023,Medium,6
1979,Business Analyst,Enterprise,Technology,USA,Remote,Mid,6,Master,0,0,1,0,1,96502,5,2021,Low,1
1980,Data Engineer,Medium,Technology,Australia,Remote,Entry,0,Bachelor,0,1,1,1,0,78662,9,2026,High,6
1981,Business Analyst,Medium,Retail,India,Remote,Entry,12,Master,0,0,1,1,0,82061,3,2022,High,8
1982,Data Engineer,MNC,Retail,Singapore,Hybrid,Mid,14,PhD,1,0,0,0,1,105218,5,2023,Medium,6
1983,Machine Learning Engineer,MNC,Technology,Singapore,Onsite,Senior,8,Bachelor,0,0,1,1,0,192394,1,2026,High,2
1984,Data Analyst,Medium,Retail,Australia,Onsite,Senior,12,Bachelor,1,1,0,1,1,125276,11,2021,High,8
1985,Business Analyst,Startup,Education,Singapore,Hybrid,Senior,12,Bachelor,0,1,1,0,0,117044,4,2021,High,9
1986,Data Scientist,MNC,Retail,India,Remote,Entry,2,Bachelor,1,0,1,0,0,84603,11,2021,Low,1
1987,Machine Learning Engineer,Startup,E-commerce,India,Onsite,Senior,0,Master,0,1,1,1,0,174571,6,2021,High,2
1988,Data Scientist,Startup,Education,Australia,Remote,Senior,11,PhD,1,0,0,0,1,111537,12,2022,Medium,2
1989,Data Engineer,Medium,Retail,Singapore,Remote,Senior,7,PhD,1,0,0,0,1,107259,5,2021,High,9
1990,Data Analyst,Enterprise,Retail,UK,Hybrid,Mid,2,PhD,0,1,1,0,0,88207,5,2024,High,7
1991,Data Engineer,MNC,Technology,Singapore,Onsite,Mid,0,Master,0,1,1,1,1,132912,8,2021,High,6
1992,Data Scientist,Startup,Finance,India,Remote,Entry,5,Master,0,1,0,0,0,46068,1,2023,High,8
1993,AI Engineer,MNC,E-commerce,Canada,Onsite,Mid,0,Master,0,1,1,0,0,150140,3,2024,Low,5
1994,Business Analyst,Startup,Technology,Singapore,Hybrid,Senior,8,PhD,0,0,1,0,1,122418,3,2025,Medium,2
1995,Data Engineer,Startup,Retail,Australia,Hybrid,Senior,0,Master,1,1,1,1,0,127652,11,2020,High,7
1996,Data Scientist,Startup,Technology,Germany,Remote,Senior,12,Master,1,0,0,1,1,124256,2,2020,Medium,5
1997,Machine Learning Engineer,MNC,Healthcare,USA,Onsite,Mid,4,Bachelor,0,1,0,1,0,150737,10,2020,Low,4
1998,Data Analyst,Startup,Healthcare,Germany,Remote,Entry,9,Bachelor,0,1,0,1,0,64359,3,2024,Medium,6
1999,Data Scientist,Startup,Education,Singapore,Remote,Senior,4,Master,0,0,1,0,0,118095,6,2026,Low,6
2000,Machine Learning Engineer,MNC,Education,Australia,Onsite,Mid,5,Bachelor,1,0,0,0,0,131989,5,2022,High,7
2001,Data Scientist,Enterprise,Healthcare,India,Hybrid,Entry,1,Bachelor,1,0,0,0,0,46149,4,2023,High,7
2002,Data Scientist,MNC,Retail,USA,Onsite,Mid,3,PhD,0,0,0,1,0,108924,1,2021,Low,4
2003,Data Scientist,MNC,Retail,Australia,Remote,Mid,2,PhD,0,1,1,1,0,128733,7,2022,High,8
2004,AI Engineer,Medium,E-commerce,India,Hybrid,Entry,11,Bachelor,1,0,0,1,1,116589,2,2023,Medium,2
2005,Data Engineer,Startup,Retail,Canada,Remote,Entry,7,Master,0,1,1,1,1,89227,8,2024,High,3
2006,Data Scientist,Enterprise,Education,India,Onsite,Entry,0,PhD,0,1,1,0,1,72287,2,2024,Low,2
2007,Business Analyst,MNC,Technology,USA,Remote,Mid,2,PhD,1,1,0,0,0,94888,3,2022,Low,3
2008,Data Engineer,Medium,E-commerce,USA,Onsite,Mid,10,Master,1,1,1,1,1,118987,6,2026,High,9
2009,AI Engineer,Enterprise,Healthcare,UK,Onsite,Entry,10,Bachelor,0,1,1,1,1,128268,10,2020,High,6
2010,Data Analyst,Startup,Education,USA,Hybrid,Entry,6,Bachelor,0,1,1,0,1,76809,10,2024,Low,4
2011,Machine Learning Engineer,Startup,Technology,UK,Onsite,Entry,6,Bachelor,0,0,1,0,1,113095,4,2021,Low,5
2012,Machine Learning Engineer,MNC,E-commerce,USA,Hybrid,Mid,13,PhD,0,1,1,0,0,146499,8,2026,Medium,1
2013,Business Analyst,MNC,Healthcare,Canada,Remote,Mid,3,Master,0,0,1,0,0,105156,4,2021,Low,1
2014,Data Engineer,Enterprise,Healthcare,Germany,Remote,Mid,0,PhD,0,0,1,0,0,92998,10,2021,Low,2
2015,AI Engineer,Startup,Finance,USA,Remote,Senior,6,Master,0,0,0,1,1,168290,4,2021,Low,3
2016,Data Engineer,Medium,Retail,Germany,Onsite,Entry,11,Bachelor,1,1,0,0,1,59789,5,2022,High,8
2017,Business Analyst,Enterprise,Finance,Australia,Onsite,Senior,11,Bachelor,0,1,1,1,0,126273,12,2022,High,6
2018,Business Analyst,Medium,E-commerce,India,Onsite,Entry,3,Master,0,0,1,1,0,83625,4,2023,High,1
2019,Business Analyst,Startup,Finance,India,Onsite,Senior,14,Bachelor,1,0,0,0,1,113103,9,2024,Medium,3
2020,Data Analyst,MNC,Retail,Singapore,Hybrid,Senior,8,Master,1,1,0,0,1,130719,6,2023,High,8
2021,Data Analyst,Startup,Education,Singapore,Hybrid,Senior,4,Master,0,0,0,1,0,112080,8,2026,Low,5
2022,Business Analyst,Medium,Education,Germany,Remote,Mid,9,Bachelor,1,1,1,1,0,106490,9,2023,High,1
2023,Data Analyst,Startup,Retail,Canada,Hybrid,Mid,7,PhD,0,0,0,1,0,88643,11,2022,Low,4
2024,Machine Learning Engineer,Startup,Healthcare,Germany,Onsite,Entry,3,Master,0,0,1,0,0,107747,2,2022,Low,2
2025,AI Engineer,Startup,Technology,India,Hybrid,Senior,12,PhD,0,1,0,1,0,156460,10,2026,High,9
2026,Data Analyst,MNC,E-commerce,Germany,Hybrid,Senior,13,PhD,0,0,0,1,1,142222,4,2022,Medium,5
2027,AI Engineer,Startup,Education,Australia,Onsite,Senior,3,PhD,1,0,0,0,0,142474,10,2025,Low,4
2028,AI Engineer,Medium,Education,Singapore,Hybrid,Entry,3,PhD,0,0,0,0,0,90028,2,2026,Low,2
2029,Data Engineer,Medium,Technology,Singapore,Hybrid,Mid,0,Master,0,0,0,0,1,89545,5,2020,Low,4
2030,Data Scientist,Startup,Technology,Germany,Hybrid,Entry,8,Master,1,0,0,1,1,70436,10,2023,High,8
2031,Business Analyst,Enterprise,Finance,Australia,Hybrid,Senior,0,PhD,0,1,0,1,1,126543,12,2021,Low,6
2032,Data Analyst,Enterprise,Retail,Singapore,Remote,Mid,12,Master,1,1,0,0,1,84677,1,2024,Medium,3
2033,Business Analyst,MNC,E-commerce,India,Remote,Mid,2,PhD,0,0,1,1,1,139691,9,2026,High,5
2034,Data Scientist,Startup,Healthcare,Australia,Hybrid,Mid,13,PhD,1,0,1,0,0,88329,4,2021,Medium,2
2035,Machine Learning Engineer,Enterprise,Retail,Singapore,Onsite,Mid,10,Master,1,1,1,0,0,130416,11,2025,High,8
2036,AI Engineer,MNC,Healthcare,Australia,Hybrid,Mid,7,Bachelor,0,1,1,0,1,161919,2,2023,High,7
2037,Machine Learning Engineer,Enterprise,Technology,Germany,Remote,Entry,0,Bachelor,1,0,0,1,0,105997,7,2023,High,8
2038,Business Analyst,MNC,Healthcare,UK,Hybrid,Entry,7,PhD,1,0,0,1,0,80172,7,2023,Low,6
2039,AI Engineer,Startup,Healthcare,USA,Remote,Senior,1,Bachelor,1,0,1,0,1,169772,7,2021,Low,3
2040,Data Analyst,Startup,Technology,Germany,Remote,Mid,6,Master,1,0,1,0,1,104976,12,2021,Low,5
2041,Machine Learning Engineer,Startup,Education,UK,Onsite,Senior,5,Master,0,0,0,0,1,154477,10,2025,Low,3
2042,Data Analyst,Enterprise,E-commerce,Canada,Hybrid,Mid,14,Bachelor,0,1,0,1,1,100261,2,2026,Medium,1
2043,AI Engineer,Medium,Healthcare,Germany,Remote,Mid,2,PhD,0,0,0,0,1,121427,9,2022,Low,2
2044,Data Scientist,Startup,Healthcare,Australia,Hybrid,Mid,0,Bachelor,1,0,0,0,0,75052,9,2026,High,9
2045,Data Analyst,MNC,Education,Singapore,Hybrid,Mid,14,PhD,0,1,1,1,0,124808,9,2021,High,9
2046,AI Engineer,Enterprise,E-commerce,Germany,Onsite,Entry,13,Master,1,1,1,1,1,129839,3,2020,High,2
2047,AI Engineer,MNC,Retail,India,Remote,Entry,10,Master,0,1,1,0,1,135908,1,2024,High,9
2048,Machine Learning Engineer,Medium,Retail,USA,Hybrid,Senior,0,Master,0,1,0,1,1,160184,10,2026,High,7
2049,Data Engineer,Enterprise,Retail,India,Hybrid,Mid,4,PhD,0,1,1,1,0,107757,10,2024,High,5
2050,Business Analyst,Medium,Education,Germany,Remote,Entry,3,Master,0,1,1,1,0,78081,9,2022,High,1
2051,Data Scientist,Startup,Education,Canada,Remote,Senior,5,PhD,1,1,0,0,1,107101,10,2021,High,7
2052,Business Analyst,Enterprise,E-commerce,UK,Hybrid,Entry,8,Master,0,1,0,0,1,56200,2,2023,Medium,2
2053,Data Analyst,MNC,Technology,UK,Onsite,Mid,14,Master,0,1,0,1,0,109263,7,2020,Medium,4
2054,Data Engineer,Enterprise,Retail,USA,Onsite,Mid,11,PhD,0,1,1,0,0,91950,10,2020,Medium,4
2055,Business Analyst,Startup,Technology,India,Remote,Mid,1,Master,1,0,1,1,1,114411,10,2022,High,1
2056,Data Engineer,MNC,E-commerce,Canada,Hybrid,Senior,10,Bachelor,0,0,0,1,1,142868,10,2020,Medium,2
2057,Business Analyst,MNC,E-commerce,USA,Onsite,Senior,6,PhD,0,0,1,0,0,133201,3,2024,High,8
2058,Business Analyst,Startup,Healthcare,USA,Hybrid,Entry,12,PhD,0,0,0,0,1,57746,6,2026,Medium,2
2059,Data Scientist,MNC,E-commerce,India,Onsite,Senior,8,Master,0,0,0,1,1,145648,5,2024,Medium,4
2060,Data Engineer,Medium,Education,USA,Onsite,Mid,3,Bachelor,0,1,0,0,1,84363,12,2023,Low,6
2061,Data Analyst,MNC,Education,Australia,Onsite,Mid,9,Master,1,1,0,0,1,103589,4,2026,Medium,6
2062,Business Analyst,Enterprise,E-commerce,Australia,Onsite,Mid,7,Master,1,0,0,1,1,104635,5,2026,Low,5
2063,Data Engineer,Enterprise,Finance,India,Onsite,Mid,4,Master,0,1,1,1,1,115686,2,2021,High,8
2064,Business Analyst,Startup,Technology,India,Hybrid,Entry,2,Master,1,1,0,1,0,66337,11,2026,High,8
2065,Machine Learning Engineer,Enterprise,Technology,USA,Onsite,Mid,4,PhD,1,0,0,0,1,123878,6,2020,Low,2
2066,Data Analyst,Startup,Healthcare,Australia,Remote,Mid,1,Bachelor,1,0,0,0,1,86050,1,2025,High,8
2067,Machine Learning Engineer,Medium,Education,USA,Remote,Entry,4,Master,1,0,1,1,0,117599,11,2023,High,1
2068,Machine Learning Engineer,Enterprise,Education,USA,Onsite,Entry,3,Bachelor,0,1,1,0,0,100214,2,2020,Low,2
2069,Data Scientist,Startup,Technology,USA,Hybrid,Entry,7,Master,1,1,0,1,1,75468,6,2022,Low,6
2070,Data Scientist,Enterprise,Technology,Canada,Hybrid,Senior,13,PhD,0,0,1,0,1,127526,1,2020,Medium,2
2071,Data Analyst,Medium,E-commerce,Canada,Hybrid,Senior,2,Bachelor,1,1,1,0,0,111100,12,2024,High,7
2072,AI Engineer,Enterprise,Healthcare,Germany,Hybrid,Mid,13,PhD,0,0,1,1,1,158410,1,2020,High,8
2073,Business Analyst,Medium,E-commerce,USA,Onsite,Senior,12,Bachelor,0,0,0,1,0,117494,9,2021,High,7
2074,Machine Learning Engineer,MNC,Education,USA,Remote,Entry,3,Master,1,1,1,0,1,133086,6,2026,Low,4
2075,Data Engineer,Enterprise,Retail,Australia,Hybrid,Senior,11,Bachelor,1,1,0,1,1,127507,1,2024,Medium,6
2076,Machine Learning Engineer,Enterprise,Finance,Australia,Remote,Entry,13,Bachelor,0,0,0,0,1,96050,1,2020,High,8
2077,Data Analyst,Enterprise,Finance,USA,Hybrid,Entry,1,Master,0,0,1,0,1,79803,10,2021,Low,6
2078,Data Engineer,Medium,Healthcare,Canada,Onsite,Entry,4,PhD,0,0,0,0,1,61096,12,2022,Low,5
2079,Data Engineer,Enterprise,Education,Singapore,Hybrid,Senior,5,PhD,0,0,0,0,0,103412,12,2026,High,9
2080,Data Analyst,Enterprise,Retail,Australia,Onsite,Entry,11,PhD,0,0,0,0,1,63639,9,2026,Medium,5
2081,Data Analyst,MNC,Retail,Singapore,Remote,Entry,3,Bachelor,0,0,0,0,0,66689,5,2020,Low,2
2082,Data Engineer,Medium,Education,India,Onsite,Senior,0,PhD,1,0,0,0,1,114323,3,2025,Low,6
2083,Data Analyst,Startup,Technology,Canada,Onsite,Entry,0,Bachelor,0,1,1,0,1,70104,10,2021,Low,5
2084,AI Engineer,Startup,Retail,Australia,Onsite,Senior,5,Bachelor,1,0,1,1,1,176081,7,2021,High,8
2085,Data Scientist,Enterprise,Healthcare,Singapore,Remote,Mid,4,PhD,1,0,0,1,0,89552,11,2020,Low,3
2086,Business Analyst,Enterprise,Technology,India,Remote,Senior,10,Bachelor,0,0,1,1,0,134894,7,2021,High,2
2087,Business Analyst,Startup,Retail,Australia,Hybrid,Mid,13,PhD,0,1,0,1,0,89191,1,2020,High,7
2088,Business Analyst,Medium,Finance,Germany,Hybrid,Mid,5,Bachelor,0,1,1,0,0,91298,8,2020,High,9
2089,Data Scientist,Enterprise,Healthcare,USA,Onsite,Entry,10,Bachelor,1,1,1,0,0,62959,9,2022,High,7
2090,AI Engineer,MNC,Retail,USA,Hybrid,Mid,6,Master,0,1,1,0,1,164308,5,2024,Low,1
2091,AI Engineer,Medium,E-commerce,UK,Onsite,Entry,2,Master,0,0,0,1,1,119852,2,2023,Low,1
2092,AI Engineer,Medium,E-commerce,Germany,Hybrid,Entry,8,Master,1,1,0,1,0,107422,4,2021,Medium,4
2093,AI Engineer,Enterprise,E-commerce,USA,Remote,Senior,4,Bachelor,1,0,1,1,1,184779,5,2022,High,6
2094,Machine Learning Engineer,Startup,Technology,Germany,Remote,Senior,7,Bachelor,1,1,0,0,1,152366,3,2025,Low,5
2095,Business Analyst,Enterprise,Finance,UK,Hybrid,Mid,5,Master,1,0,1,0,0,85188,2,2026,High,7
2096,Business Analyst,MNC,Retail,Singapore,Hybrid,Senior,6,Bachelor,0,0,1,0,0,139815,4,2025,Low,3
2097,Data Engineer,Enterprise,Education,Canada,Hybrid,Senior,8,Master,1,0,1,1,1,139074,9,2023,High,7
2098,Data Scientist,Enterprise,Retail,Singapore,Remote,Entry,13,Bachelor,1,1,1,0,0,67138,8,2021,High,8
2099,Data Scientist,Enterprise,Education,Singapore,Onsite,Entry,14,Bachelor,0,1,1,1,0,82360,5,2023,High,5
2100,Business Analyst,Enterprise,Retail,Canada,Remote,Senior,6,Master,0,1,1,1,1,142148,7,2025,High,1
2101,Business Analyst,MNC,Technology,Australia,Onsite,Senior,5,Master,0,0,1,1,0,153052,3,2022,High,3
2102,Machine Learning Engineer,Enterprise,Technology,UK,Remote,Mid,3,PhD,1,0,0,1,0,125137,9,2021,Low,6
2103,Data Engineer,Medium,Finance,Canada,Remote,Mid,0,PhD,0,1,1,1,1,117248,12,2022,High,8
2104,Data Scientist,Enterprise,Technology,Canada,Remote,Mid,11,Bachelor,1,0,1,1,0,106596,5,2023,High,7
2105,Data Engineer,Medium,Technology,Canada,Hybrid,Senior,8,PhD,0,0,1,0,1,129040,5,2021,Medium,5
2106,Machine Learning Engineer,Medium,Education,Germany,Remote,Mid,14,Master,1,0,1,0,0,131399,11,2024,Medium,6
2107,Data Scientist,Medium,Finance,Germany,Onsite,Senior,0,Master,0,0,0,1,0,117966,3,2026,High,7
2108,Data Engineer,Enterprise,Healthcare,Singapore,Onsite,Senior,1,Master,1,1,0,0,1,114004,3,2024,Low,2
2109,Business Analyst,Startup,Healthcare,Germany,Remote,Mid,10,PhD,1,0,0,1,0,88824,3,2023,High,7
2110,Data Scientist,Enterprise,Healthcare,Canada,Hybrid,Entry,0,PhD,0,1,0,0,0,50831,6,2026,Low,4
2111,Data Engineer,Medium,Education,Australia,Remote,Mid,6,Bachelor,1,0,1,1,1,111992,10,2020,High,1
2112,AI Engineer,MNC,Finance,Singapore,Remote,Mid,11,Master,1,1,0,0,0,132386,8,2024,Medium,5
2113,Data Scientist,Enterprise,Retail,Germany,Remote,Senior,13,Master,1,0,1,1,0,127062,9,2023,High,1
2114,Data Analyst,Medium,E-commerce,Australia,Remote,Entry,6,PhD,0,1,0,1,0,61995,5,2023,High,7
2115,Machine Learning Engineer,Enterprise,Technology,Germany,Hybrid,Entry,9,PhD,0,0,1,0,0,103183,11,2025,High,8
2116,Machine Learning Engineer,MNC,Education,UK,Hybrid,Mid,4,Master,1,0,0,0,0,132834,12,2021,Low,3
2117,Data Engineer,Enterprise,Technology,Canada,Onsite,Entry,6,Bachelor,0,1,1,0,1,71689,5,2022,Low,3
2118,Data Engineer,Medium,Healthcare,Canada,Hybrid,Mid,10,PhD,0,1,0,1,0,90450,4,2022,High,8
2119,Data Scientist,MNC,Retail,UK,Hybrid,Entry,8,Bachelor,1,0,0,1,1,93954,11,2020,High,9
2120,Data Analyst,Enterprise,Technology,USA,Hybrid,Entry,6,Master,0,1,1,1,1,89134,10,2021,High,7
2121,AI Engineer,Enterprise,Healthcare,UK,Hybrid,Senior,10,Master,1,1,1,0,1,160704,5,2022,High,7
2122,Data Engineer,MNC,Education,Germany,Hybrid,Senior,4,Master,1,0,1,0,0,135268,7,2025,Low,2
2123,Data Engineer,Startup,Finance,UK,Hybrid,Mid,6,Master,1,0,1,1,0,101852,1,2022,High,8
2124,Data Scientist,Enterprise,E-commerce,Singapore,Remote,Senior,1,Master,0,0,0,1,1,126970,2,2024,Low,3
2125,Business Analyst,Medium,E-commerce,USA,Onsite,Senior,10,Master,0,0,0,0,0,97989,9,2026,High,7
2126,AI Engineer,Medium,Retail,UK,Remote,Entry,8,PhD,0,0,1,1,0,124510,12,2022,High,1
2127,Data Analyst,Startup,Education,Germany,Remote,Mid,2,Bachelor,0,1,0,1,0,85601,10,2025,Low,4
2128,Business Analyst,Medium,Technology,Canada,Remote,Mid,11,Bachelor,0,0,0,0,0,72118,10,2025,Medium,4
2129,Machine Learning Engineer,MNC,Technology,UK,Onsite,Senior,4,Bachelor,0,1,1,1,0,193842,2,2026,High,3
2130,Business Analyst,MNC,Retail,USA,Hybrid,Entry,7,Master,1,0,0,0,0,72629,10,2026,Low,4
